SUPPLIER_NAME,ORG_ID,FY_START_DATE,FY_END_DATE,AWU_MISSING_DATA_FLAGS,AWU_VOLUME_UNIT_FLAG,PWSID_INCOMPLETE_DATA_FLAG,AWU_POTABLE_SF_RES_GAL,AWU_POTABLE_MF_RES_GAL,AWU_POTABLE_TOTAL_RES_GAL,AWU_RECYCL_RES_GAL,AWU_NONPOTABLE_NON_RECYCL_RES_GAL,AWU_NONPOTABLE_RES_IRR_GAL,AWU_NONPOTABLE_TOTAL_RES_GAL,AWU_RES_LAM_EXCLUDED_IRR_GAL,AWU_TOTAL_RES_GAL,AWU_TOTAL_RES_RGPCD,AWU_POTABLE_CII_DIMS_GAL,AWU_NONPOTABLE_CII_DIMS_GAL,AWU_TOTAL_CII_DIMS_GAL,AWU_RWL_TOTAL_GAL,AWU_TOTAL_OBJ_RELEVANT_DEMANDS_GAL,AWU_POTABLE_CI_GAL,AWU_POTABLE_I_GAL,AWU_POTABLE_O_GAL,AWU_NONPOTABLE_NONRES_GAL,AWU_TOTAL_EXCL_DEMANDS_GAL,AWU_POTABLE_COMM_AG_GAL,AWU_NONPOTABLE_COMM_AG_GAL,AWU_SF_RES_90PCTILE_GAL,AWU_MF_RES_90PCTILE_GAL,AWU_COST_OF_SERVICE_HIGHEST_USERS,AWU_COST_OF_SERVICE_ANALYSIS_LINK,AWU_RES_LAM_EXCLUDED_IRR_YN,AWU_RES_LAM_ASSOC_DIM_YN,AWU_RES_LAM_ASSOC_DIM_IRR_GAL,AWU_RES_LAM_SUPPLIER_CII_YN,AWU_RES_LAM_SUPPLIER_CII_GAL,AWU_COMMENTS
Orangevale Water Company,1803,2023-07-01,2024-06-30,,,,954362347.2555,80268962.2764,1034631309.5319,0.0,0.0,0.0,0.0,,1034631309.5319,168.1161453937879,27889489.3347,0.0,27889489.3347,74449056.40363237,1136969855.2702324,83834619.42899999,0.0,329109.51,0.0,84163728.939,23645247.4746,,255528020.0,44002596.0,,,No,No,,No,,"Value of Actual Residential Water Use, 90th Percentile Water Use: Value was calculated based on units of metered water from 1/1/2024 to (today) 11/8/2024. This time frame was utilized due to changes in our reading and reporting structure. From 2018 2023 we changed our reading from 1 Unit = 100 CF to 1 Unit = 1 CF. This caused various reporting and software issues and so we reverted back to 100 CF readings, this was done on a meter by meter basis on different dates. The date of 1/1/2024 was determined to be the time when all conversions were completed and using this as a starting date reflects the most accurate date available of like unit readings.  LAM Analysis review has not been done at this time."
Orchard Dale Water District,1804,2023-07-01,2024-06-30,,,,0.0,487455174.19499993,487455174.19499993,0.0,0.0,0.0,0.0,,487455174.19499993,53.41974511726026,57620232.33,0.0,57620232.33,3361104.29542851,548436510.8204285,0.0,0.0,0.0,0.0,0.0,0.0,,114182948.0,52976120.12,,,No,No,,No,,We are aware of missing parcels and are working on distingusing between new and old builds to provide usage data.
Otay Water District,1821,2023-07-01,2024-06-30,,,,4307880560.4,1434396102.0,5742276662.4,0.0,0.0,0.0,0.0,0.0,5742276662.4,69.01417736017385,941057688.0,0.0,941057688.0,270397396.1794475,6953731746.579447,1528739742.0300002,0.0,215192000.4,1041159115.2,2785090857.63,1661840.1,,1131340276.0,855818216.0,,,No,No,0.0,No,0.0,
Oxnard  City Of,1827,2023-07-01,2024-06-30,,,,2497909169.170678,1101395416.261039,3599304585.431717,0.0,0.0,0.0,0.0,0.0,3599304585.431717,49.24841410582514,686931245.0144596,0.0,686931245.0144596,643784727.2750002,4930020557.721177,1710593545.6122017,618602481.141073,23496185.12617696,186820153.83,2539512365.709451,556564760.5571883,,626639258.96,187203680.0,,,No,No,,No,,
Padre Dam Municipal Water District,1838,2023-07-01,2024-06-30,,,,1669463554.896,582579157.34,2252042712.236,0.0,0.0,0.0,0.0,,2252042712.236,69.35445110352943,153711221.064,0.0,153711221.064,46916026.98,2452669960.28,384429907.216,0.0,17400437.572,617721432.1086,1019551776.8966,12189507.34,,479715244.0,399640022.0,,https://www.padredam.org/DocumentCenter/View/5852/Cost-of-Service-Study-2022?bidId=,No,No,,No,,"Annual aggregate residential non potable metered irrigation (Row 7) and annual, aggregate non potable deliveries to CII landscapes with dedicated irrigation meters (row 12) may be included in annual, aggregate nonpotable nonresidential deliveries (row 21) due to how data is reported in source document."
Palmdale Water District,1849,2023-07-01,2024-06-30,,,,3261100527.7639995,570169722.7120001,3831270250.476,0.0,0.0,0.0,0.0,,3831270250.476,82.65454134228324,1517049.4559999995,0.0,1517049.4559999995,287072229.2381885,4119859529.170188,547232204.2360001,0.0,0.0,0.0,547232204.2360001,0.0,,793710794.81,359930431.17,,,No,No,,No,,Cell b35 was answered no due to not having access to the LAM tool yet
Palo Alto  City Of,1851,2023-07-01,2024-06-30,,,CA4310009,1235863441.668,358046861.228,1593910302.896,0.0,0.0,0.0,0.0,0.0,1593910302.896,64.31241870047306,382422883.7000001,0.0,382422883.7000001,59705970.29988378,2036039156.895884,668269261.992,69044451.54800001,17271024.576,64010000.0,818594738.1159999,0.0,,0.0,0.0,,,No,Yes,0.0,No,0.0,"The City of Palo Alto is in the process of analyzing residential usage as required by the State to be completed by January 1, 2027. 0s are put as placeholders."
Paradise Irrigation District,1859,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL, AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,CA0410007,322266639.0,0.0,322266639.0,0.0,0.0,0.0,0.0,,322266639.0,96.57868066398349,0.0,0.0,0.0,643468626.949043,965735265.949043,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,"Due to the 2018 Camp Fire and the destruction caused we were never given the landscape area or the weather data for our system. Without that information this section cannot be calculated. Furthermore, we are still in recovery mode installing meters and service lines, until that is complete we will not be able to do the reporting required by these sections."
Paramount  City Of,1866,2023-07-01,2024-06-30,AWU_RES_LAM_EXCLUDED_IRR_YN,,,387484578.306052,591358937.4406161,978843515.746668,0.0,0.0,0.0,0.0,0.0,978843515.746668,48.58266407319178,91040920.608,0.0,91040920.608,69953040.978,1139837477.332668,228114717.14,224577179.232,0.0,0.0,452691896.372,0.0,,0.0,0.0,,,,Yes,0.0,No,,
Pasadena  City Of,1873,2023-07-01,2024-06-30,,,,3450634463.0040007,1480939489.8560002,4931573952.860001,0.0,0.0,0.0,0.0,3193433.988,4928380518.872001,83.78161341055109,49342257.97199999,0.0,49342257.97199999,213592397.841,5191315174.685,2368283260.5680003,0.0,8091678.483999999,0.0,2376374939.0520005,0.0,0.0,1242387203.16,895930659.62,0.0,,Yes,Yes,100531456.332,Yes,1512561.144,"Cells B9 & B36 Note   To date, PWP staff have identified 37 SFR or MFR parcels that were not included in the DWR LAM data. Only 11 of those 37 parcels have residential dedicated irrigation meters, this is the usage reported in cells B9 & B36. The remaining 26 parcels have landscaping, but do not have a dedicated irrigation meter, so the volume of water associated with these landscapes is not known.   Cell B40 Note   To date, PWP staff have identified 5 parcels that DWR classified as residential, but PWP considers them commercial. The volume provided in this cell reflects the usage from the dedicated irrigation meters associated with these parcels."
Paso Robles  City Of,1875,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL",,,774650000.0,182182000.0,956832000.0,0.0,0.0,0.0,0.0,,956832000.0,84.08575616649266,277799000.0,0.0,277799000.0,16502418.44256845,1251133418.4425683,247180000.0,120325000.0,24682000.0,24148000.0,416335000.0,0.0,0.0,,,,,No,No,,No,,Need to calc the actual water uses  City is not aware of any DIMS for residential landscape that is classified at Residential.  City is not awar of any CII landscapes that are designated Residential Landscape in the LAM
Patterson  City Of,1877,2023-07-01,2024-06-30,,,,731057710.0,33942950.0,765000660.0,0.0,0.0,0.0,0.0,,765000660.0,89.93701592765544,154799528.0,150491600.0,305291128.0,207337000.0,1277628788.0,126687952.4,0.0,0.0,0.0,126687952.4,0.0,,176765484.0,25056002.0,,,No,No,,No,,
Petaluma  City Of,1894,2023-07-01,2024-06-30,,,,1118838186.788,264345119.656,1383183306.4439998,0.0,0.0,0.0,0.0,,1383183306.4439998,62.4667156569031,198913759.268,0.0,198913759.268,135586000.0,1717683065.7119997,305039896.508,136449921.16400003,371033.792,391110743.928,832971595.3920001,0.0,,287262639.0,167979654.0,,,No,No,360536.0,No,,"Cell B21 is the total of all non residential recycled water use in FY 23 24. This number comes from the monthly recycled water totals reported in the Safer Clearinghouse report. The City of Petaluma's billing system catagorizes all recycled water use as non residential use and is reported in Safer Clearinghouse as recycled water non residential deliveries. These recycled water uses include, agriculture, landscape irrigation, street sweeping, dust control, and construction. In the future, the City of Petaluma plans to categorize each particular recycle water use and report CII recycled water DIMs and all other non resdiential recycled water use seperately.   The selection of “No” in cells B37 and B39 is a placeholder until this analysis can be completed, and does not represent the final review of the LAM data."
Phelan Pinon Hills Community Services District,1896,2023-07-01,2024-06-30,,,,663152404.14,889573.23,664041977.37,0.0,0.0,0.0,0.0,0.0,664041977.37,77.13771840936745,0.0,0.0,0.0,122538563.79632306,786580541.1663231,54044538.96659999,0.0,11241520.61496,0.0,65286059.58155999,0.0,0.0,194354373.0,216449.0,,,No,No,0.0,No,0.0,
Pico Rivera  City Of,1899,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL, AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,368529881.6756,74363652.836,442893534.5116,0.0,0.0,0.0,0.0,,442893534.5116,29.886870538605844,0.0,0.0,0.0,58323131.22284526,501216665.7344453,159132821.887,0.0,0.0,92464186.264,251597008.151,0.0,,,,,,,,,,,
Pico Water District,1900,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL, AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,432753318.364,118636558.88799998,551389877.252,0.0,0.0,0.0,0.0,,551389877.252,68.50742360667022,0.0,0.0,0.0,17479330.55434575,568869207.8063457,218611464.532,284259.75999999995,1192394.8880000005,13727502.252,233815621.432,0.0,,,,,,,,,,,
Pismo Beach  City Of,1923,2023-07-01,2024-06-30,,,,204596710.312,39111898.82,243708609.132,0.0,0.0,0.0,0.0,,243708609.132,83.08795663759658,50482289.220000006,0.0,50482289.220000006,30483430.5118903,324674328.8638903,144160093.128,0.0,13435761.972000005,0.0,157595855.1,0.0,,100392072.0,27949768.0,,,No,No,,No,,Actual Residential Water Use percentiles for SFR and MFR customers calculated using consumption data from July 2023 through June 2024 provided by the City in units of HCF.
Pittsburg  City Of,1925,2023-07-01,2024-06-30,,,,1308378410.0,362936100.0,1671314510.0,0.0,0.0,0.0,0.0,,1671314510.0,73.26310180821918,273931200.0,0.0,273931200.0,411073281.573257,2356318991.573257,430871200.0,0.0,4195400.0,0.0,435066600.0,0.0,,319977944.0,216788352.0,,,No,No,,No,,
Placer County Water Agency,1927,2023-07-01,2024-06-30,,,,5158739826.0,625594840.0,5784334666.0,0.0,0.0,0.0,0.0,,5784334666.0,130.883394055355,776670540.0,0.0,776670540.0,381332602.3409333,6942337808.340933,1237930996.0,126107400.2,3418036.0,0.0,1367456432.2,37395600.0,,1339968696.0,309168596.0,,,No,No,,No,,"Placer County Water Agency has used its best efforts to comply with what it understands are the State Water Board’s January 1, 2025, reporting requirements. Placer County Water Agency reserves the right to submit an updated report to correct any unforeseen or unknown errors to ensure that its report complies with all January 1, 2025 reporting requirements. Such updates may include, but not limited to, data reported to the SAFER Clearinghouse, data available on the California Open Data Portal, various objective standards data inputs, actual water use and real water loss data, implementation progress descriptions, disclosable buildings, and commercial, industrial, and institutional account classifications, number of service connections, water users and performance measures."
Pleasanton  City Of,1940,2023-07-01,2024-06-30,,,,2104021000.0,367514000.0,2471535000.0,0.0,0.0,85163000.0,85163000.0,8843470.74,2547854529.26,91.02248520433983,774348000.0,347838000.0,1122186000.0,241366039.57751,3911406568.83751,486995000.0,21470000.0,0.0,0.0,508465000.0,0.0,0.0,654093677.0,229384909.0,,,Yes,Yes,237873055.48,Yes,2336914.45,"Row 36 (cell B36)   For the residential parcels identifed which were not included in DWR's LAM, the estimated volume of water was derived by assuming half of the volume of water consumed by those prarcels was utilized for landscaping. This assumption was made based off of prior analysis of average water indoor/outdoor usage at single family parcels with one meter. This value does not include residential DIM not captured by the DWR LAM analysis because this water usage is accounted for under actual CII DIM consumption. Row 38 (cell B38)   This volume of water is accounted for within the CII Dedication Irrigation Meter actual usage. Row 40 (cell B40)   There are two water accounts that the City classifies as CII that were included in the residential DWR LAM, however only the water associated with one of those accounts is provided here because the second is part of a larger parcel which was only partially included in the LAM and therefore difficult to account for water usage in which landscape area."
Pomona  City Of,1945,2023-07-01,2024-06-30,,,,2211605190.072,1039528541.756,3251133731.828,0.0,0.0,0.0,0.0,,3251133731.828,58.710958873915594,316510422.1,0.0,316510422.1,248460763.98657984,3816104917.91458,957911611.828,258407884.888,28697518.876,0.0,1245017015.592,0.0,0.0,641534692.0,576121418.0,,,No,No,,No,,
Port Hueneme  City Of,1953,2023-07-01,2024-06-30,"AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,262507903.944,124166159.272,386674063.216,0.0,0.0,0.0,0.0,,386674063.216,49.487597286510436,76501033.884,0.0,76501033.884,11372199.9,474547297.0,49261468.356,2924883.32,0.0,0.0,52186351.676,0.0,,80405512.0,71586592.0,,,,,,,,
Porterville  City Of,1956,2023-07-01,2024-06-30,,,,1866699433.528,379740369.228,2246439802.756,0.0,0.0,0.0,0.0,,2246439802.756,97.43888285402731,230637148.48400003,0.0,230637148.48400003,270000000.0,2747076951.24,441598285.212,9352894.156,127782990.692,0.0,578734170.0600001,0.0,,550975304.0,215023072.0,0.0,0,No,No,,No,,
Poway  City Of,1964,2023-07-01,2024-06-30,,,,1544595651.6900003,184861789.32,1729457441.0100005,0.0,0.0,0.0,0.0,0.0,1729457441.0100005,95.18551124793508,132745180.38,70253475.6,202998655.98,64817629.218,1997273726.2080004,332035651.98,33683217.87,14966336.43,122164798.41,502850004.69000006,7566260.22,,861418473.6,113247289.5,,,Yes,Yes,0.0,Yes,0.0,"City of Poway (Poway) is continuing to conduct a review of DWR’s LAM analysis and address data discrepancies.  Poway submitted comments and requested adjustments to DWR’s 2018 LAM data and require additional DWR confirmation to finalize the LAM data review. Poway has reported zero for misclassified residential landscapes in the DWR LAM until a final review is completed.  Detailed data related to any LAM data discrepancies identified by Poway will be provided in the UWUO Report due January 1, 2026."
Quartz Hill Water District,1983,2023-07-01,2024-06-30,"AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,1140238458.4039998,87578935.95200002,1227817394.356,0.0,0.0,0.0,0.0,,1227817394.356,176.11954304755074,56120357.144,0.0,56120357.144,12654749.436,1296592500.936,38605467.616,0.0,151106.50400000002,0.0,38756574.12,0.0,,301645960.0,68655928.0,,,,,,,,
Rainbow Municipal Water District,1990,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL, AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,1036782399.344,112690552.632,1149472951.976,0.0,0.0,0.0,0.0,,1149472951.976,133.8052755063651,4839340.656,0.0,4839340.656,0.0,1154312292.632,234450101.596,15579393.504,0.0,0.0,250029495.1,2131120609.812,,,,,,,,,,,
Ramona Municipal Water District,1996,2023-07-01,2024-06-30,"AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,765185087.3640001,146807161.012,911992248.376,0.0,0.0,58.0,58.0,471852612.0,440139694.3760001,34.3208247153153,35074001.528,1609696.0,36683697.528,29890312.23,506713704.13400006,101497685.336,10728638.36,7723173.32,8089063561544.6,8089183511041.615,20173088.984,0.0,707778918.0,130000305.6,,,,,0.0,,0.0,
Rancho California Water District,2000,2023-07-01,2024-06-30,,,,5985357049.416,643317987.532,6628675036.948,28767087.712,0.0,0.0,28767087.712,651596264.0,6005845860.66,114.19668689263715,1013994958.728,0.0,1013994958.728,644956884.3,7664797703.688,1008788516.8080002,46623088.952,0.0,892704311.344,1948115917.104,3855551270.344,,2672161932.0,92721332.0,,,Yes,No,,No,,
Red Bluff  City Of,2031,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL, AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,535320413.0,187697690.0,723018103.0,0.0,0.0,0.0,0.0,,723018103.0,140.72687660333142,84455894.0,5409701.0,89865595.0,0.0,812883698.0,197648364.48,0.0,7193886.0,10.0,204842260.48,0.0,,,,,,,,,,,
Redding  City Of,2033,2023-07-01,2024-06-30,,,,3920193458.31356,657835350.41028,4578028808.72384,0.0,0.0,0.0,0.0,4437986.0,4573590822.72384,142.81106684083557,482948235.92768,37576215.584,520524451.51168,293869000.0,5387984274.235519,1377844122.6966002,289334784.14464,36828739.38872,16101220.98,1682517807.2099602,0.0,37591060.0,3922359481.0,626410988.0,1.88,,Yes,Yes,31690591.0,No,,
Redlands  City Of,2035,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL, AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,3551764690.2,901127315.7,4452892005.9,0.0,67676395.2,0.0,67676395.2,,4520568401.099999,158.73269986700782,827165911.3,32585.1,827198496.4,371720393.568,5719487291.067999,699555939.1,0.0,16609396.0,646692035.2,1362857370.3000002,96774728.6,,,,,,,,,,,
Redwood City,2037,2023-07-01,2024-06-30,,,,1269537750.5,618653965.0400001,1888191715.54,0.0,0.0,41014943.108,41014943.108,0.0,1929206658.648,57.529852786708176,200411359.372,123572205.984,323983565.356,129702968.7050413,2382893192.7090416,456435896.632,20868406.644,1929974.16,30222048.852,509456326.2880001,0.0,0.0,347181208.0,372581044.0,,,No,No,,No,,
Rialto  City Of,2049,2023-07-01,2024-06-30,,,,1452135430.4400003,321641005.08000004,1773776435.5200005,0.0,0.0,0.0,0.0,0.0,1773776435.5200005,89.24506394832395,234202147.74,0.0,234202147.74,146834387.35547426,2154812970.6154747,418187397.87,0.0,12734257.080000002,0.0,430921654.95,0.0,,417221235.2,147763660.0,,,Yes,No,0.0,No,0.0,
Rincon Del Diablo Municipal Water District,2057,2023-07-01,2024-06-30,,,,840825920.3999997,168106530.9,1008932451.2999996,0.0,0.0,0.0,0.0,,1008932451.2999996,84.99472654548698,81821186.1,151455544.79999998,233276730.9,35209196.069721855,1277418378.2697215,245626483.8,0.0,20170176.90000001,0.0,265796660.7,4203477.9,,0.0,0.0,,,No,No,,No,,"The District has reviewed its residential landscape measurement (LAM), and determined that DIMs were not included. The District has not determined if there any parcel with DIMs that were classified as residential landscapes in the District's LAM analysis that the supplier considers as CII landscapes. The District has not yet received its CII LAM. Actual Wate Use values shown above do not match the District's Water Loss Audit reports because some customers were erroonesouly included in the wrong water system. These customer accounts will be remedied in future Drought Reporting, and subsequent UWUO Reports."
Rio Linda - Elverta Community Water District,2060,2023-07-01,2024-06-30,,,CA3410018,533358408.0,14448368.0,547806776.0,0.0,0.0,0.0,0.0,,547806776.0,97.4318671898066,21015060.0,0.0,21015060.0,128799395.5219473,697621231.5219473,71690516.0,2229040.0,82432.0,0.0,74001988.0,0.0,,152323199.99960333,2718420.7792137,,,No,No,,No,,"The District has not performed an evaluation to confirm the DWR LAM data, therefore it is assumed that there are no residential landscapes that were not captured, no residential landscapes with DIMs that the Department included in its residential landscape measurement, and no CII landscapes with DIMS that the Department misclassified as residential."
Rio Vista  City Of,2063,2023-07-01,2024-06-30,,,,491119000.0,25132440.0,516251440.0,0.0,0.0,0.0,0.0,,516251440.0,134.84483810175564,14031500.0,0.0,14031500.0,12681763.711757446,542964703.7117574,140320600.0,701661.0,0.0,0.0,141022261.0,0.0,,139953792.0,11681516.0,,,No,No,,No,,
Ripon  City Of,2065,2023-07-01,2024-06-30,,,,872497120.0,78830224.0,951327344.0,0.0,0.0,0.0,0.0,,951327344.0,165.2848173588374,0.0,0.0,0.0,53682000.0,1005009344.0,132603944.0,14683240.0,35500000.0,30415176.0,213202360.0,0.0,,213381960.0,67775532.0,,,No,No,,No,,
Riverbank  City Of,2074,2023-07-01,2024-06-30,,,,1216772800.0,0.0,1216772800.0,0.0,0.0,0.0,0.0,,1216772800.0,134.23629337154873,0.0,0.0,0.0,54290000.0,1271062800.0,126246200.0,0.0,0.0,0.0,126246200.0,0.0,,2464931.96,0.0,,,No,No,,No,,
Riverside  City Of,2083,2023-07-01,2024-06-30,,,,8577558349.5599985,1129132368.1799998,9706690717.739998,0.0,0.0,0.0,0.0,0.0,9706690717.739998,89.12148606655428,1022800669.86,0.0,1022800669.86,1569428756.4,12298920143.999998,3085154009.49,2765402940.21,151458803.31,1738831225.7505484,7740846978.760549,341811181.98,,2856108011.55,87087981.0,,,No,No,,No,0.0,
Riverside Highland Water Company,2087,2023-07-01,2024-06-30,,,,844801628.451,73611696.006,918413324.457,0.0,0.0,0.0,0.0,,918413324.457,134.6930511708842,125112120.705,2899422.198,128011542.903,33120512.73247168,1079545380.0924716,48853537.026,1794461.457,17972311.905000005,63818895.903,132439206.291,13520861.394,,0.0,0.0,,,No,No,,No,,RHWC has not yet reviewed its residential landscape measurement (LAM). RHWC has not yet received its CII LAM.
Rohnert Park  City Of,2103,2023-07-01,2024-06-30,,,,571935532.0,432198591.0,1004134123.0,152413677.1,0.0,0.0,152413677.1,,1156547800.1,72.52017737081485,5489092.0,37468488.0,42957580.0,2820000.0,1202325380.1,295589794.0,0.0,6577980.0,213689359.452,515857133.452,0.0,,128263139.0,200897046.0,,,No,No,,No,,
Rosamond Community Service District,2107,2023-07-01,2024-06-30,AWU_RES_LAM_EXCLUDED_IRR_YN,,,557628764.0,51219300.0,608848064.0,0.0,0.0,0.0,0.0,0.0,608848064.0,94.18310020163925,12399596.0,0.0,12399596.0,71600000.0,692847660.0,52157292.0,0.0,0.0,0.0,52157292.0,0.0,0.0,549365608.0,51383860.0,4.77,https://www.rosamondcsd.com/customers/water-sewer-rates,,No,0.0,No,,
Roseville  City Of,2111,2023-07-01,2024-06-30,"AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,5229519781.0,447970670.0,5677490451.0,0.0,0.0,0.0,0.0,0.0,5677490451.0,103.85146354898957,1741961257.0,0.0,1741961257.0,406846838.9603506,7826298546.960351,887724021.0,136194305.0,0.0,1127200071.69,2151118397.69,0.0,,1282370904.0,383603863.0,,,,,0.0,,0.0,"City of Roseville has used its best efforts to comply with what it understands are the State Water Board’s January 1, 2025, reporting requirements. City of Roseville reserves the right to submit an updated report to correct any unforeseen or unknown errors to ensure that its report complies with all January 1, 2025 reporting requirements. Such updates may include, but not limited to, data reported to the SAFER Clearinghouse, data available on the California Open Data Portal, various objective standards data inputs, actual water use and real water loss data, implementation progress descriptions, disclosable buildings, and commercial, industrial, and institutional account classifications, number of service connections, water users and performance measures."
Rowland Water District,2115,2023-07-01,2024-06-30,,,,1099563130.904,378841210.724,1478404341.628,0.0,0.0,16730931.031999998,16730931.031999998,,1495135272.66,74.94074315745155,55958029.86,281462045.52000004,337420075.38000005,88533716.7,1921089064.74,1183138492.552,0.0,1574649.4600000002,0.0,1184713142.012,0.0,,765509932.0,33428868.0,,,No,No,,No,,
Rubidoux Community Service District,2118,2023-07-01,2024-06-30,"AWU_RES_LAM_EXCLUDED_IRR_YN, AWU_RES_LAM_ASSOC_DIM_YN, AWU_RES_LAM_SUPPLIER_CII_YN",,,773510000.0,91061000.0,864571000.0,0.0,0.0,0.0,0.0,,864571000.0,64.31932199834026,0.0,0.0,0.0,165290326.4486296,1029861326.4486296,364814000.0,0.0,0.0,0.0,364814000.0,0.0,,260234436.0,85305660.0,,,,,,,,
Rubio Canyon Land And Water Association,2119,2023-07-01,2024-06-30,,,,405339092.94000006,46303427.1,451642520.0400001,0.0,0.0,0.0,0.0,,451642520.0400001,128.89341325342468,5943522.239999999,0.0,5943522.239999999,114557806.815,572143849.095,44582933.81999999,0.0,0.0,0.0,44582933.81999999,0.0,0.0,930512.0,105655.0,300667.5,,No,No,,No,,
Running Springs Water District,2122,2023-07-01,2024-06-30,,,,104042505.0,0.0,104042505.0,0.0,0.0,0.0,0.0,,104042505.0,54.10933160670265,499807.0,0.0,499807.0,8519374.395,113061686.395,12394311.0,266782.0,623570.0,0.0,13284663.0,0.0,,0.0,0.0,,,No,No,,No,,
Sacramento  City Of,2130,2023-07-01,2024-06-30,,,,11990700000.0,4612500000.0,16603200000.0,0.0,0.0,0.0,0.0,0.0,16603200000.0,87.78780953812075,1440800000.0,0.0,1440800000.0,841703000.0,18885703000.0,6298200000.0,0.0,432400000.0,0.0,6730600000.0,0.0,0.0,3116955307.0,2738645742.8,,,No,No,0.0,No,0.0,"Water use in Cell B27 is the sum for the top 12,776 SF accounts. Top 10% MF volume is     2,738,645,742.80  gallons, for the top 10%, which is top 852 metered accounts. The City of Sacramento Department of Utilities has used its best efforts to comply with what it understands are the State Water Board’s January 1, 2025, reporting requirements. We reserve the right to submit an updated report to correct any unforeseen or unknown errors to ensure that its report complies with all January 1, 2025 reporting requirements. Such updates may include, but not limited to, data reported to the SAFER Clearinghouse, data available on the California Open Data Portal, various objective standards data inputs, actual water use and real water loss data, implementation progress descriptions, disclosable buildings, and commercial, industrial, and institutional account classifications, number of service connections, water users and performance measures."
Sacramento County Water Agency,2132,2023-07-01,2024-06-30,,,CA3400173,6391991234.5376005,273227863.12999994,6665219097.667601,0.0,0.0,0.0,0.0,,6665219097.667601,83.40469546952954,1396629660.8323195,0.0,1396629660.8323195,1022704436.4869204,9084553194.98684,773606675.64476,146754068.16527998,0.0,28186754.0,948547497.81004,0.0,,177571217068.996,13986694789.48,,,No,No,,No,,"(Row 35, 37, and 39) ""No"" entries aim to report that we are currently investigating the nature and scope of identifying these misclassifications provided by the State.  It is expected that future UWUO reports will include volumes of deliveries associated with these misclassifications."
Sacramento Suburban Water District,2140,2023-07-01,2024-06-30,,,,5197935072.656,2156078113.364,7354013186.02,0.0,0.0,0.0,0.0,0.0,7354013186.02,103.618426547292,780143430.8,0.0,780143430.8,199638730.5553313,8333795347.375332,1526616293.028,23898017.244000003,0.0,0.0,1550514310.2719998,0.0,,13750402.0,14618246.0,,,No,No,0.0,No,0.0,
San Bernardino  City Of,2150,2023-07-01,2024-06-30,"AWU_SF_RES_90PCTILE_GAL, AWU_MF_RES_90PCTILE_GAL",,,4886282396.468,1711083672.0720005,6597366068.540001,0.0,0.0,0.0,0.0,,6597366068.540001,84.20085030278143,1597982697.984,0.0,1597982697.984,600718097.9376653,8796066864.461666,1764603800.4639995,0.0,222369677.78,0.0,1986973478.244,0.0,,,,,,No,No,,No,,
